post_id,text,tokens,rationales,label,offensive_words,text_length,off_word_count,stereotype
1431605772752875524,ඇයි සැන්ඩි එහෙම කලේ අම්මා ඇවිත් ගමටම ඇහෙන්න ගැලපෙනම සින්දුව දාගෙන කියලා ගියා මං වගෙ පිස්සෙක් මෝඩ බූරුවෙක් #රේඩියෝශෝවිත්සැන්ඩි,"['ඇයි', 'සැන්ඩි', 'එහෙම', 'කලේ', 'අම්මා', 'ඇවිත්', 'ගමටම', 'ඇහෙන්න', 'ගැලපෙනම', 'සින්දුව', 'දාගෙන', 'කියලා', 'ගියා', 'මං', 'වගෙ', 'පිස්සෙක්', 'මෝඩ', 'බූරුවෙක්', '#', 'රේඩියෝශෝවිත්සැන්ඩි']",[],NOT,[],125,0,
1383102658895089667,@USER ශ්‍රී ලංකාව JVPයට සවන් දෙන දිනය ශ්‍රී ලංකාව විනාශ වන දිනයයි. මෙම “පක්ෂය” ත්‍රස්තවාදී ක්‍රියා සිදු කළේය. ඔබ සැමට එය අමතකද? චීනය ලංකාවට නයක් ලබා දීමෙන් ඔවුන්ට කිසිදු බලයක් නොලැබේ.,"['@USER', 'ශ්\u200dරී', 'ලංකාව', 'JVPයට', 'සවන්', 'දෙන', 'දිනය', 'ශ්\u200dරී', 'ලංකාව', 'විනාශ', 'වන', 'දිනයයි', '.', 'මෙම', '“', 'පක්ෂය', '”', 'ත්\u200dරස්තවාදී', 'ක්\u200dරියා', 'සිදු', 'කළේය', '.', 'ඔබ', 'සැමට', 'එය', 'අමතකද', '?', 'චීනය', 'ලංකාවට', 'නයක්', 'ලබා', 'දීමෙන්', 'ඔවුන්ට', 'කිසිදු', 'බලයක්', 'නොලැබේ', '.']",[],NOT,[],183,0,
1429598624514592768,මගේ බල්ලා නැති වෙලා අවුරුද්දකුත් මාස හතරක් වෙනවා. තාමත් සමහර දාට පාන්දරට එයා එලියෙ ඉඳං කූංකූං ගානවා ඇහෙනවා. හිතේ තියෙන එකද මන්දා.,"['මගේ', 'බල්ලා', 'නැති', 'වෙලා', 'අවුරුද්දකුත්', 'මාස', 'හතරක්', 'වෙනවා', '.', 'තාමත්', 'සමහර', 'දාට', 'පාන්දරට', 'එයා', 'එලියෙ', 'ඉඳං', 'කූංකූං', 'ගානවා', 'ඇහෙනවා', '.', 'හිතේ', 'තියෙන', 'එකද', 'මන්දා', '.']",[],NOT,[],129,0,
781121438908461056,@USER අර තෙරුණිද මොකක්ද කියලා ඉන්නේ. කතාවක මම හිතන්නේ. Twitter බැලුවත් Instagram බැලුවත් ඔක්කොම තියෙන්නේ ඒකිගේ ඒවා. පිස්සු මුන්ට,"['@USER', 'අර', 'තෙරුණිද', 'මොකක්ද', 'කියලා', 'ඉන්නේ', '.', 'කතාවක', 'මම', 'හිතන්නේ', '.', 'Twitter', 'බැලුවත්', 'Instagram', 'බැලුවත්', 'ඔක්කොම', 'තියෙන්නේ', 'ඒකිගේ', 'ඒවා', '.', 'පිස්සු', 'මුන්ට']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",OFF,['පිස්සු'],128,1,
828399920428224512,"තමන්ගේ එකාට තෝ, කියලා තර්ජනය කරත්දීත් පුක මුට්ටුකරගෙන ඉන්නේ ශ්‍රී ලංකා පරිපාලන සේවා සංගමය යහපාලනයට  කඩේ  නිසාද ? #lka #srilanka  @USER","['තමන්ගේ', 'එකාට', 'තෝ', ',', 'කියලා', 'තර්ජනය', 'කරත්දීත්', 'පුක', 'මුට්ටුකරගෙන', 'ඉන්නේ', 'ශ්\u200dරී', 'ලංකා', 'පරිපාලන', 'සේවා', 'සංගමය', 'යහපාලනයට', 'කඩේ', 'නිසාද', '?', '#', 'lka', '#', 'srilanka', '@USER']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,['තෝ'],134,1,
1113471169657602048,ආවර්තිතා වගුවෙ 5ස්වන කාණ්ඩයෙ මූලද්‍රව්‍ය මතක තබාගමු.  N නලින්ගෙ P පුක As අස්සෙ Sb සුබාශ්ගෙ Bi බිජ්ජ ආර්. බැද්දගේ @USER  · 2 Apr 2019 මහසෙන් රජතුමා කරවූ වැවු පහක් . .   මහ කඩොල් මහ කනදරා  හුරුලු කවුඩුලු මින්නේරි  මටනං මතක තියාගන්න ලේසියි. ඔයාලට ??? twitter.com/thambaru/statu…,"['ආවර්තිතා', 'වගුවෙ', '5ස්වන', 'කාණ්ඩයෙ', 'මූලද්\u200dරව්\u200dය', 'මතක', 'තබාගමු', '.', 'N', 'නලින්ගෙ', 'P', 'පුක', 'As', 'අස්සෙ', 'Sb', 'සුබාශ්ගෙ', 'Bi', 'බිජ්ජ', 'ආර්.', 'බැද්දගේ', '@USER', '2', 'Apr', '2019', 'මහසෙන්', 'රජතුමා', 'කරවූ', 'වැවු', 'පහක්', '.', '.', 'මහ', 'කඩොල්', 'මහ', 'කනදරා', 'හුරුලු', 'කවුඩුලු', 'මින්නේරි', 'මටනං', 'මතක', 'තියාගන්න', 'ලේසියි', '.', 'ඔයාලට', '?', '?', '?', 'twitter', '.', 'com', '/', 'thambaru', '/', 'statu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['පුක', 'බිජ්ජ']",275,2,
765972469119197184,රැකියාවක් කරන්න නැතුව ගෙදර ඉන්නවා වගේ තවත් අමාරු රැකියාවක් නැ 󾰕,"['රැකියාවක්', 'කරන්න', 'නැතුව', 'ගෙදර', 'ඉන්නවා', 'වගේ', 'තවත්', 'අමාරු', 'රැකියාවක්', 'නැ', '\U000fec15']",[],NOT,[],63,0,
1456636344369696775,@USER මොකුන්ද බං මුං යට කලා මදිවට උංට කවිත් ලියන ජාතියක් ඉන්න රටක් ලංකාව . නොදකින්  තොපි කාලකන්නි හැත්ත,"['@USER', 'මොකුන්ද', 'බං', 'මුං', 'යට', 'කලා', 'මදිවට', 'උංට', 'කවිත්', 'ලියන', 'ජාතියක්', 'ඉන්න', 'රටක්', 'ලංකාව', '.', 'නොදකින්', 'තොපි', 'කාලකන්නි', 'හැත්ත']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",OFF,"['මුං', 'නොදකින්', 'තොපි', 'කාලකන්නි', 'හැත්ත']",103,5,
1407227245689643013,"පස්ස ගස්සලා නැගිටුනේ මාව නැගිටලා බෙල්ල තව දිග් කරලා සිංහ දුපත දිහා බැලුවා මෝකෝ සීන් එක කියලා ඔක්කොම සිංහයෝ ටික නිදි එත් මට තේරුණා එකෙක් අඩුයි කියලා උ තමා නසරානිම එකා උගේ නම ""තෝර"" උ හිතන් හිටියේ උ අර මිනිස්සු බලන ගොබ්බ තොර් ෆිල්ම් එකේ තොර් කියලා.","['පස්ස', 'ගස්සලා', 'නැගිටුනේ', 'මාව', 'නැගිටලා', 'බෙල්ල', 'තව', 'දිග්', 'කරලා', 'සිංහ', 'දුපත', 'දිහා', 'බැලුවා', 'මෝකෝ', 'සීන්', 'එක', 'කියලා', 'ඔක්කොම', 'සිංහයෝ', 'ටික', 'නිදි', 'එත්', 'මට', 'තේරුණා', 'එකෙක්', 'අඩුයි', 'කියලා', 'උ', 'තමා', 'නසරානිම', 'එකා', 'උගේ', 'නම', '""', 'තෝර', '""', 'උ', 'හිතන්', 'හිටියේ', 'උ', 'අර', 'මිනිස්සු', 'බලන', 'ගොබ්බ', 'තොර්', 'ෆිල්ම්', 'එකේ', 'තොර්', 'කියලා', '.']",[],NOT,[],245,0,
661939235620941824,මුන් ලකුනු අඩු වෙලා කියල HND කරලා ඩිග්රි ලෙවෙල් ඉල්ලනවා. එහෙනම් අපි අපි අවුරුදු 13 ඉස්කෝලෙ ගිහිල්ලා පාඩම් කලා යකෝ අපිටත් කැම්පස් යන්න දියව්,"['මුන්', 'ලකුනු', 'අඩු', 'වෙලා', 'කියල', 'HND', 'කරලා', 'ඩිග්රි', 'ලෙවෙල්', 'ඉල්ලනවා', '.', 'එහෙනම්', 'අපි', 'අපි', 'අවුරුදු', '13', 'ඉස්කෝලෙ', 'ගිහිල්ලා', 'පාඩම්', 'කලා', 'යකෝ', 'අපිටත්', 'කැම්පස්', 'යන්න', 'දියව්']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",OFF,['යකෝ'],139,1,
900171384202162176,@USER ලබ්බ තමයි. ඉස්සෙල්ලා හරියට 3G ටික දීලා ඉදපං බං -- මම ප්‍රයොරිටි කස්ටමර්,"['@USER', 'ලබ්බ', 'තමයි', '.', 'ඉස්සෙල්ලා', 'හරියට', '3G', 'ටික', 'දීලා', 'ඉදපං', 'බං', '-', '-', 'මම', 'ප්\u200dරයොරිටි', 'කස්ටමර්']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,['ලබ්බ'],77,1,
1342856575275290624,"@USER කියලා වඩක් නෑ, උන්ට වෙලාව කාගන්න තමයි මේක පාවිච්චි කරන්නෙ, වැඩෙ කියන්නෙ මේකෙ ඉන්න අනිත් වාහෙලත් රෙද්ද උස්සගෙන යනවනෙ උන්ව form කරන්න, ඉතින් අරුන්ට සෝමාලියාවට පාන් දැම්මා වගේ. උන්ව කලින් බල්ලෙක්වත් ගනන් ගත්තෙ නෑනෙ. Attention එක හම්බ උන ගමන් උන් ඉතින් ලොවෙත් නැති ගොන් කතා කියන්නෙ","['@USER', 'කියලා', 'වඩක්', 'නෑ', ',', 'උන්ට', 'වෙලාව', 'කාගන්න', 'තමයි', 'මේක', 'පාවිච්චි', 'කරන්නෙ', ',', 'වැඩෙ', 'කියන්නෙ', 'මේකෙ', 'ඉන්න', 'අනිත්', 'වාහෙලත්', 'රෙද්ද', 'උස්සගෙන', 'යනවනෙ', 'උන්ව', 'form', 'කරන්න', ',', 'ඉතින්', 'අරුන්ට', 'සෝමාලියාවට', 'පාන්', 'දැම්මා', 'වගේ', '.', 'උන්ව', 'කලින්', 'බල්ලෙක්වත්', 'ගනන්', 'ගත්තෙ', 'නෑනෙ', '.', 'Attention', 'එක', 'හම්බ', 'උන', 'ගමන්', 'උන්', 'ඉතින්', 'ලොවෙත්', 'නැති', 'ගොන්', 'කතා', 'කියන්නෙ']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",OFF,"['රෙද්ද', 'ගොන්']",283,2,
1416652733969362946,@USER  @USER ඔව් ලබ්බ.හම්බෙන දේකුත් නෑ .,"['@USER', '@USER', 'ඔව්', 'ලබ්බ', '.', 'හම්බෙන', 'දේකුත්', 'නෑ', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0]",OFF,['ලබ්බ'],40,1,
969056409433333760,show upskirt [පස්ස පෙන්නන්න කොච්චර ආසද නන්ගිලා]: URL via,"['show', 'upskirt', '[', 'පස්ස', 'පෙන්නන්න', 'කොච්චර', 'ආසද', 'නන්ගිලා', ']', ':', 'URL', 'via']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",OFF,"['පස්ස', 'පෙන්නන්න']",56,2,
922718252924469249,"මුලින්ම, ෆොලෝබැක් දෙන්නැති පර හැත්ත.  (කාලයාගේ ඇවෑමෙන් ටික ටික ෆොලොවර්ස්ලා එකතු වෙයි)  ඊටපස්සෙ, ලයික් දාන්නෙ නැති පර හැත්ත.","['මුලින්ම', ',', 'ෆොලෝබැක්', 'දෙන්නැති', 'පර', 'හැත්ත', '.', '(', 'කාලයාගේ', 'ඇවෑමෙන්', 'ටික', 'ටික', 'ෆොලොවර්ස්ලා', 'එකතු', 'වෙයි', ')', 'ඊටපස්සෙ', ',', 'ලයික්', 'දාන්නෙ', 'නැති', 'පර', 'හැත්ත', '.']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",OFF,"['පර', 'හැත්ත', 'පර', 'හැත්ත']",123,4,
616298629616107520,@USER @USER  ගෙම්බෙක් වෙන්න එපා මචන්.. කිම්බ ගියත් යාළුවෝ අන්තිමේදි හරි උඹට ඉන්නවා,"['@USER', '@USER', 'ගෙම්බෙක්', 'වෙන්න', 'එපා', 'මචන්', '.', '.', 'කිම්බ', 'ගියත්', 'යාළුවෝ', 'අන්තිමේදි', 'හරි', 'උඹට', 'ඉන්නවා']",[],NOT,[],82,0,
771028825320718336,මේව දැකල පණ පලයන් ලබන සුමානෙ.... සංස්කෘතිය බිම පෙරලගෙන කියහංකෝ.... :v URL,"['මේව', 'දැකල', 'පණ', 'පලයන්', 'ලබන', 'සුමානෙ', '.', '.', '.', '.', 'සංස්කෘතිය', 'බිම', 'පෙරලගෙන', 'කියහංකෝ', '.', '.', '.', '.', ':', 'v', 'URL']",[],NOT,[],73,0,
649940265436712960,සිහ් පට්ට කෑල්ලක් වත් අපේ ට්වීට් රීට්වීට් ෆේවරිත් කරන්නෙ නෑ නෙ,"['සිහ්', 'පට්ට', 'කෑල්ලක්', 'වත්', 'අපේ', 'ට්වීට්', 'රීට්වීට්', 'ෆේවරිත්', 'කරන්නෙ', 'නෑ', 'නෙ']",[],NOT,[],62,0,
1235026650967883776,@USER මචන් උඹ යුනික් චරිතයක් වෙයන්.අනිත් අයගේ දේවල් ගැන උඹ හිතන්නම එපා.එතකොට උඹ දෙයක් කරන්නේ උඹට ඕනේ විදියට.එතකොට අර උඹ හොයන සතුට නිකන්ම එනව.ජයවේවා ..,"['@USER', 'මචන්', 'උඹ', 'යුනික්', 'චරිතයක්', 'වෙයන්', '.', 'අනිත්', 'අයගේ', 'දේවල්', 'ගැන', 'උඹ', 'හිතන්නම', 'එපා.එතකොට', 'උඹ', 'දෙයක්', 'කරන්නේ', 'උඹට', 'ඕනේ', 'විදියට', '.', 'එතකොට', 'අර', 'උඹ', 'හොයන', 'සතුට', 'නිකන්ම', 'එනව.ජයවේවා', '.', '.']",[],NOT,[],150,0,
911457657965338624,පෙති ගසල සුදිය දාන ගමන් වේස නිරූපණ සිල් පිනියන්ට ඕන ලෙසට පාසල් දරුවන්ව අව්වේ පුච්චවා ..ජෝඩුවගේ රෙද්ද උස්සපු... URL,"['පෙති', 'ගසල', 'සුදිය', 'දාන', 'ගමන්', 'වේස', 'නිරූපණ', 'සිල්', 'පිනියන්ට', 'ඕන', 'ලෙසට', 'පාසල්', 'දරුවන්ව', 'අව්වේ', 'පුච්චවා', '.', '.', 'ජෝඩුවගේ', 'රෙද්ද', 'උස්සපු', '.', '.', '.', 'URL']",[],NOT,[],114,0,
880720172897755136,@USER  @USER පිස්සා? ඉබ්බාගමුවේ ගොන් බුරැච්චි... පුත්තලම් බුරැවෝ හොදයි මෙවුන්ට වඩා..,"['@USER', '@USER', 'පිස්සා', '?', 'ඉබ්බාගමුවේ', 'ගොන්', 'බුරැච්චි', '.', '.', '.', 'පුත්තලම්', 'බුරැවෝ', 'හොදයි', 'මෙවුන්ට', 'වඩා', '.', '.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['ගොන්', 'බුරැච්චි']",84,2,
1395063854879580163,@USER තෝ නොමැරී හිටුකො.. වැඩේත් හරිනං.. වෙඩිමත් ඕකේ නං තොපි දෙන්නටම වෙඩිම කියන්නං..,"['@USER', 'තෝ', 'නොමැරී', 'හිටුකො', '.', '.', 'වැඩේත්', 'හරිනං', '.', '.', 'වෙඩිමත්', 'ඕකේ', 'නං', 'තොපි', 'දෙන්නටම', 'වෙඩිම', 'කියන්නං', '.', '.']",[],NOT,[],83,0,
1144418000277258241,@USER පොදු මහජනයා වෙනුවෙන් මේ වෘත්තීය සමිති මාෆියාව පරද්දන්න දැඩි නීතිමය ක්‍රියාමාර්ග වෙත යා යුතුයි..!!!!,"['@USER', 'පොදු', 'මහජනයා', 'වෙනුවෙන්', 'මේ', 'වෘත්තීය', 'සමිති', 'මාෆියාව', 'පරද්දන්න', 'දැඩි', 'නීතිමය', 'ක්\u200dරියාමාර්ග', 'වෙත', 'යා', 'යුතුයි', '.', '.', '!', '!', '!', '!']",[],NOT,[],105,0,
1415360126937014273,@USER එක අතකින් අද කාලයේ ගුරුවරුන්ට කාලකන්නි කීවට වරදකුත් නෑ.,"['@USER', 'එක', 'අතකින්', 'අද', 'කාලයේ', 'ගුරුවරුන්ට', 'කාලකන්නි', 'කීවට', 'වරදකුත්', 'නෑ', '.']",[],NOT,[],61,0,
1417748657974124546,ඒකි ඒම නෑ බං #jaysays,"['ඒකි', 'ඒම', 'නෑ', 'බං', '#', 'jaysays']",[],NOT,[],21,0,
1300447451455918081,"@USER  @USER අශෝකමාලා ගහක් උඩ නැගල මල් කඩනවා. සාලිය යට ඉදන් උඩ බලන් ඉන්නවා අලංකාරේ. කෙල්ල තකහනියෙන් අත්තෙන් අතට බහිනකොට රෙද්ද කඩා හැලෙනවා. උඩ බලාගෙන ඉන්න සාලිය, ගැටිස්සිට ගහෙන් බහින්න උදව් කරනවා. මද කිපිලා, සීලය කඩාගෙන, නීතී දැම්මේ නැහැ. අපේ සදාචාරය ගැන දැන් සමහර අයට ලැජ්ජයී. ඒකයී ඔය.","['@USER', '@USER', 'අශෝකමාලා', 'ගහක්', 'උඩ', 'නැගල', 'මල්', 'කඩනවා', '.', 'සාලිය', 'යට', 'ඉදන්', 'උඩ', 'බලන්', 'ඉන්නවා', 'අලංකාරේ', '.', 'කෙල්ල', 'තකහනියෙන්', 'අත්තෙන්', 'අතට', 'බහිනකොට', 'රෙද්ද', 'කඩා', 'හැලෙනවා', '.', 'උඩ', 'බලාගෙන', 'ඉන්න', 'සාලිය', ',', 'ගැටිස්සිට', 'ගහෙන්', 'බහින්න', 'උදව්', 'කරනවා', '.', 'මද', 'කිපිලා', ',', 'සීලය', 'කඩාගෙන', ',', 'නීතී', 'දැම්මේ', 'නැහැ', '.', 'අපේ', 'සදාචාරය', 'ගැන', 'දැන්', 'සමහර', 'අයට', 'ලැජ්ජයී', '.', 'ඒකයී', 'ඔය', '.']",[],NOT,[],285,0,
1176484898712014848,උදේට වහල් බල්ලා වගෙ තෙමි තෙමි වැඩට යනවා  ආයෙ හවසට තෙමීගෙන ගස් නරියා වගෙ බෝඩිමට එනවා මේ ඔක්කොටම වග කියන්න ඔනී ඉසුරුනි කියන්න පට්ට හුත්තී ඔකී හින්දා  තමා වහින්නෙ..,"['උදේට', 'වහල්', 'බල්ලා', 'වගෙ', 'තෙමි', 'තෙමි', 'වැඩට', 'යනවා', 'ආයෙ', 'හවසට', 'තෙමීගෙන', 'ගස්', 'නරියා', 'වගෙ', 'බෝඩිමට', 'එනවා', 'මේ', 'ඔක්කොටම', 'වග', 'කියන්න', 'ඔනී', 'ඉසුරුනි', 'කියන්න', 'පට්ට', 'හුත්තී', 'ඔකී', 'හින්දා', 'තමා', 'වහින්නෙ', '.', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",OFF,"['හුත්තී', 'ඔකී']",161,2,
1040962722366611458,කවදාවත් කෙල්ලොන්ට බනින්නෙ නෑ ඒත් ගරු ගරන එකීට ගරු කරන්නත්  බඩුවට බඩුව කියන්න ලැජ්ජා වෙන්නෙත් නෑ...බැරි එකියක් ඉන්නවා  නම් unfred  වෙන්න...සරලයි සාදාරනයි..,"['කවදාවත්', 'කෙල්ලොන්ට', 'බනින්නෙ', 'නෑ', 'ඒත්', 'ගරු', 'ගරන', 'එකීට', 'ගරු', 'කරන්නත්', 'බඩුවට', 'බඩුව', 'කියන්න', 'ලැජ්ජා', 'වෙන්නෙත්', 'නෑ', '.', '.', '.', 'බැරි', 'එකියක්', 'ඉන්නවා', 'නම්', 'unfred', 'වෙන්න', '.', '.', '.', 'සරලයි', 'සාදාරනයි', '.', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['බඩුවට', 'බඩුව']",154,2,
596714888606707712,'තමුසෙ ටොයිලට් යන්නෙත් මගෙන් අහලද ?' URL,"[""'"", 'තමුසෙ', 'ටොයිලට්', 'යන්නෙත්', 'මගෙන්', 'අහලද', '?', ""'"", 'URL']",[],NOT,[],40,0,
1167117248512888835,@USER Samsung වල ගනන් නම් දන්නෙ නෑ බන් i phone 7 එකක් නම් ගන්න බෑ බන් ඔය ගනන් වලට සකන් හැන්ඩ් වත් එහෙම තියෙනවනම් දෙන එකාට පිස්සු නැත්තම් පොන් එකේ මොකක් හරි අවුලක්,"['@USER', 'Samsung', 'වල', 'ගනන්', 'නම්', 'දන්නෙ', 'නෑ', 'බන්', 'i', 'phone', '7', 'එකක්', 'නම්', 'ගන්න', 'බෑ', 'බන්', 'ඔය', 'ගනන්', 'වලට', 'සකන්', 'හැන්ඩ්', 'වත්', 'එහෙම', 'තියෙනවනම්', 'දෙන', 'එකාට', 'පිස්සු', 'නැත්තම්', 'පොන්', 'එකේ', 'මොකක්', 'හරි', 'අවුලක්']",[],NOT,[],162,0,
1164103238842322944,@USER කොච්චර ආස වුණත් කටට ගත්තාම ලුණු රහයි නේද,"['@USER', 'කොච්චර', 'ආස', 'වුණත්', 'කටට', 'ගත්තාම', 'ලුණු', 'රහයි', 'නේද']",[],NOT,[],46,0,
1250719199934078982,@USER රටේම නිෂ්පාදනය කරමු. හොරා කන මුදල පොඩි ප්‍රමාණයක් වේවි යැයි අපේක්ෂා කරමු.,"['@USER', 'රටේම', 'නිෂ්පාදනය', 'කරමු', '.', 'හොරා', 'කන', 'මුදල', 'පොඩි', 'ප්\u200dරමාණයක්', 'වේවි', 'යැයි', 'අපේක්ෂා', 'කරමු', '.']",[],NOT,[],79,0,
1390576923814899712,"@USER මේ පින්තූරයේ ""Alt text"" කරන පුලුවන්ද?","['@USER', 'මේ', 'පින්තූරයේ', '""', 'Alt', 'text', '""', 'කරන', 'පුලුවන්ද', '?']",[],NOT,[],43,0,
905028714668294145,"@USER ,  @USER  @USER කොල්ලෙක්, කොන්ඩෙ වැවුවොත් කුඩ්ඩෙක් ටැටූ එකක් ගැහුවොත් කොන්ඩෙ color කරොත් රස්‍තියාදුකාරයෙක් කෙල්ලෙක් ඒවා කරොත් පට්ට බඩුවක් ලංකාවෙ ලොජික්","['@USER', ',', '@USER', '@USER', 'කොල්ලෙක්', ',', 'කොන්ඩෙ', 'වැවුවොත්', 'කුඩ්ඩෙක්', 'ටැටූ', 'එකක්', 'ගැහුවොත්', 'කොන්ඩෙ', 'color', 'කරොත්', 'රස්\u200dතියාදුකාරයෙක්', 'කෙල්ලෙක්', 'ඒවා', 'කරොත්', 'පට්ට', 'බඩුවක්', 'ලංකාවෙ', 'ලොජික්']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",OFF,['බඩුවක්'],157,1,
1433490688734203917,මැරෙන එක ලේසියි මිත්‍රයා  ජීවත් වෙන එක තමයි අමාරු,"['මැරෙන', 'එක', 'ලේසියි', 'මිත්\u200dරයා', 'ජීවත්', 'වෙන', 'එක', 'තමයි', 'අමාරු']",[],NOT,[],49,0,
1075981187607220225,ඒ නැන්දගෙ කටට පැණිවලල්ලක් දාන්න ඕන,"['ඒ', 'නැන්දගෙ', 'කටට', 'පැණිවලල්ලක්', 'දාන්න', 'ඕන']",[],NOT,[],34,0,
1293806674721902592,@USER ජපානේ ඉඳන් අතින් පයින් වේවැලින් ගහගන්න බැ කියල උඹ දන්නෙ නැද්ද.. නිකං පැත්තකට වෙලා පාඩුවේ කියන දෙයක් මූනට කියල පිරිමියෙක් වගේ හැසිරියන්. සිරාවට කියන්නෙ පොන්නයෙක් නොවී පිරිමියෙක් නෙහ්.දැනුත් කියන්නෙ පයිය තියං ඇට දෙකෙන් හුකන්ඩ හදන්න එපා අප්පිරියයි එහෙම එවුන්.,"['@USER', 'ජපානේ', 'ඉඳන්', 'අතින්', 'පයින්', 'වේවැලින්', 'ගහගන්න', 'බැ', 'කියල', 'උඹ', 'දන්නෙ', 'නැද්ද', '.', '.', 'නිකං', 'පැත්තකට', 'වෙලා', 'පාඩුවේ', 'කියන', 'දෙයක්', 'මූනට', 'කියල', 'පිරිමියෙක්', 'වගේ', 'හැසිරියන්', '.', 'සිරාවට', 'කියන්නෙ', 'පොන්නයෙක්', 'නොවී', 'පිරිමියෙක්', 'නෙහ්', '.', 'දැනුත්', 'කියන්නෙ', 'පයිය', 'තියං', 'ඇට', 'දෙකෙන්', 'හුකන්ඩ', 'හදන්න', 'එපා', 'අප්පිරියයි', 'එහෙම', 'එවුන්', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",OFF,"['පොන්නයෙක්', 'පයිය', 'තියං', 'ඇට', 'දෙකෙන්', 'හුකන්ඩ']",262,6,
1282918994740224000,@USER තොපි හිතුවයි මිනිස්සු කම්මැලි හිතුනම බස් එකේ නැගලා පාක් එකට බීච් එකට යනවා වගේ වේරහැරට එනවයි කියලා.,"['@USER', 'තොපි', 'හිතුවයි', 'මිනිස්සු', 'කම්මැලි', 'හිතුනම', 'බස්', 'එකේ', 'නැගලා', 'පාක්', 'එකට', 'බීච්', 'එකට', 'යනවා', 'වගේ', 'වේරහැරට', 'එනවයි', 'කියලා', '.']",[],NOT,[],104,0,
1119907612693336064,@USER මෙය පිටුපස පාතාලය හා කුඩු ජාවාරම්කරුවන් සිටියි නම් ඔවුන්ව මර්දනය කරදැමීමට වහාම හමුදාව ⁣ගෙන ආ යුතුයි. කතෝලික පල්ලිය සමඟ මැත කාලේදී විශාලතම ගැටීමක් ඇති කරගත්තේ කුඩු වලට එරෙහිවයි.,"['@USER', 'මෙය', 'පිටුපස', 'පාතාලය', 'හා', 'කුඩු', 'ජාවාරම්කරුවන්', 'සිටියි', 'නම්', 'ඔවුන්ව', 'මර්දනය', 'කරදැමීමට', 'වහාම', 'හමුදාව', '\u2063ගෙන', 'ආ', 'යුතුයි', '.', 'කතෝලික', 'පල්ලිය', 'සමඟ', 'මැත', 'කාලේදී', 'විශාලතම', 'ගැටීමක්', 'ඇති', 'කරගත්තේ', 'කුඩු', 'වලට', 'එරෙහිවයි.']",[],NOT,[],182,0,
